village,num_hh,totalpop,male_pop,female_pop,hh_size
                HE-HOUNLY ,298,1 499 ,730,769,5
                ZAHLA ,704,3 538 ,1 686 ,1 852 ,5
            ARROND: ASSALIN ,2 625 ,11 172 ,5 033 ,6 139 ,4.3
                ADJOKAN ,539,2 367 ,1 087 ,1 280 ,4.4
                ASSANLIN ,1 149 ,4 635 ,2 077 ,2 558 ,4
                SOWEKPA ,183,996,459,537,5.4
                ZOUNZONME ,754,3 174 ,1 410 ,1 764 ,4.2
            ARROND: HOUNGOMEY ,2 776 ,12 165 ,5 806 ,6 359 ,4.4
                AKETEKPA ,489,2 363 ,1 144 ,1 219 ,4.8
                ADAME ,292,1 263 ,629,634,4.3
                HOUNGOMEY ,907,3 937 ,1 849 ,2 088 ,4.3
                FOLLI ,463,1 867 ,890,977,4
                KOGUEDE ,625,2 735 ,1 294 ,1 441 ,4.4
            ARROND: KPAKPAME ,3 113 ,15 327 ,7 221 ,8 106 ,4.9
                AFFOSSOWOGBA ,303,1 371 ,621,750,4.5
                DAVEGO ,395,1 876 ,904,972,4.7
                DRAME ,602,3 186 ,1 480 ,1 706 ,5.3
                KPAKPAME ,668,3 307 ,1 537 ,1 770 ,5
                GUINGNIN-MLINKPIN ,246,1 167 ,558,609,4.7
                SOME ,457,2 078 ,984,1 094 ,4.5
                TANGBE ,442,2 342 ,1 137 ,1 205 ,5.3
            ARROND: KPOZOUN ,5 344 ,22 196 ,10 108 ,12 088 ,4.2
                ADOVI ,554,2 399 ,1 158 ,1 241 ,4.3
                AHOSSOUGON ,461,1 955 ,912,1 043 ,4.2
                DOTAN ,542,2 276 ,1 024 ,1 252 ,4.2
                HOUANGON ,265,992,439,553,3.7
                KPOZOUN KPAKPASSA ,1 056 ,4 347 ,1 924 ,2 423 ,4.1
                KPOZOUN ZOUNGOUDO ,1 000 ,4 159 ,1 918 ,2 241 ,4.2
                LOKOLI ,932,3 738 ,1 696 ,2 042 ,4
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
